PlayerH VS PlayerG
  Battle 1: PlayerG (7S) defeated PlayerH (3H): PlayerH 25, PlayerG 27
  Battle 64: PlayerE (KH) defeated PlayerG (8D): PlayerG 23, PlayerE 29
  Battle 65: PlayerG (AD) defeated PlayerE (QC): PlayerG 24, PlayerE 28
  Battle 66: PlayerE (10S) defeated PlayerG (2S): PlayerG 23, PlayerE 29
  Battle 67: PlayerE (5C) defeated PlayerG (4S): PlayerG 22, PlayerE 30
  Battle 68: PlayerG (JS) defeated PlayerE (10H): PlayerG 23, PlayerE 29
  Battle 69: PlayerG (8C) defeated PlayerE (2H): PlayerG 24, PlayerE 28
  Battle 70: PlayerE (9D) defeated PlayerG (3D): PlayerG 23, PlayerE 29
  Battle 71: PlayerE (7D) defeated PlayerG (6S): PlayerG 22, PlayerE 30
  Battle 72: PlayerE (10D) defeated PlayerG (8S): PlayerG 21, PlayerE 31
  Battle 73: PlayerE (5D) defeated PlayerG (2D): PlayerG 20, PlayerE 32
  Battle 74: PlayerG (KS) defeated PlayerE (5H): PlayerG 21, PlayerE 31
  Battle 75: PlayerG (9S) defeated PlayerE (4C): PlayerG 22, PlayerE 30
  Battle 76: PlayerG (KC) defeated PlayerE (4D): PlayerG 23, PlayerE 29
  Battle 77: PlayerG (AC) defeated PlayerE (JD): PlayerG 24, PlayerE 28
  Battle 78: PlayerE (QS) defeated PlayerG (7S): PlayerG 23, PlayerE 29
  Battle 79: PlayerE (AS) defeated PlayerG (7H): PlayerG 22, PlayerE 30
  Battle 80: PlayerE (QH) defeated PlayerG (3H): PlayerG 21, PlayerE 31
  Battle 81: PlayerE (KD) defeated PlayerG (9C): PlayerG 20, PlayerE 32
  Battle 82: PlayerE (9H) defeated PlayerG (6C): PlayerG 19, PlayerE 33
  Battle 83: PlayerG (JH) defeated PlayerE (3S): PlayerG 20, PlayerE 32
  Battle 84: PlayerG (5S) defeated PlayerE (3C): PlayerG 21, PlayerE 31
  Battle 85: PlayerE (QD) defeated PlayerG (8H): PlayerG 20, PlayerE 32
  Battle 86: PlayerG (6D) defeated PlayerE (2C): PlayerG 21, PlayerE 31
  Battle 87: PlayerE (AH) defeated PlayerG (JC): PlayerG 20, PlayerE 32
  Battle 88: PlayerG (AD) defeated PlayerE (10C): PlayerG 21, PlayerE 31
  Battle 89: PlayerG (QC) defeated PlayerE (4H): PlayerG 22, PlayerE 30
  Battle 90: PlayerG (JS) defeated PlayerE (7C): PlayerG 23, PlayerE 29
  Battle 91: PlayerG (10H) defeated PlayerE (6H): PlayerG 24, PlayerE 28
  Battle 92: PlayerE (KH) defeated PlayerG (2H): PlayerG 23, PlayerE 29
  War 7: PlayerG (AC) defeated PlayerE (7D): PlayerG 32, PlayerE 20
  Battle 93: PlayerG (JH) defeated PlayerE (8S): PlayerG 33, PlayerE 19
  Battle 94: PlayerE (10D) defeated PlayerG (3S): PlayerG 32, PlayerE 20
  Battle 95: PlayerE (5D) defeated PlayerG (3C): PlayerG 31, PlayerE 21
  Battle 96: PlayerG (5S) defeated PlayerE (2D): PlayerG 32, PlayerE 20
  Battle 97: PlayerE (QS) defeated PlayerG (6D): PlayerG 31, PlayerE 21
  Battle 98: PlayerE (7S) defeated PlayerG (2C): PlayerG 30, PlayerE 22
  Battle 99: PlayerG (AD) defeated PlayerE (7H): PlayerG 31, PlayerE 21
  Battle 100: PlayerE (AS) defeated PlayerG (10C): PlayerG 30, PlayerE 22
  War 8: PlayerG (10H) defeated PlayerE (9H): PlayerG 35, PlayerE 17
  War 9: PlayerE (AH) defeated PlayerG (9S): PlayerG 30, PlayerE 22
  Battle 101: PlayerE (KH) defeated PlayerG (9D): PlayerG 29, PlayerE 23
  Battle 102: PlayerG (AC) defeated PlayerE (2H): PlayerG 30, PlayerE 22
  Battle 103: PlayerG (10S) defeated PlayerE (3S): PlayerG 31, PlayerE 21
  Battle 104: PlayerE (10D) defeated PlayerG (3D): PlayerG 30, PlayerE 22
  Battle 105: PlayerG (KC) defeated PlayerE (5D): PlayerG 31, PlayerE 21
  Battle 106: PlayerG (5H) defeated PlayerE (3C): PlayerG 32, PlayerE 20
  Battle 107: PlayerE (QS) defeated PlayerG (6S): PlayerG 31, PlayerE 21
  Battle 108: PlayerE (6D) defeated PlayerG (4C): PlayerG 30, PlayerE 22
  Battle 109: PlayerG (8C) defeated PlayerE (7S): PlayerG 31, PlayerE 21
  Battle 110: PlayerG (5C) defeated PlayerE (2C): PlayerG 32, PlayerE 20
  Battle 111: PlayerE (10C) defeated PlayerG (4S): PlayerG 31, PlayerE 21
  Battle 112: PlayerE (AS) defeated PlayerG (8D): PlayerG 30, PlayerE 22
  Battle 113: PlayerE (8H) defeated PlayerG (7D): PlayerG 29, PlayerE 23
  Battle 114: PlayerE (AH) defeated PlayerG (2S): PlayerG 28, PlayerE 24
  Battle 115: PlayerG (8S) defeated PlayerE (4D): PlayerG 29, PlayerE 23
  War 10: PlayerG (AD) defeated PlayerE (9S): PlayerG 34, PlayerE 18
  Battle 116: PlayerE (JD) defeated PlayerG (4H): PlayerG 33, PlayerE 19
  Battle 117: PlayerE (KS) defeated PlayerG (9C): PlayerG 32, PlayerE 20
  Battle 118: PlayerG (10H) defeated PlayerE (9D): PlayerG 33, PlayerE 19
  War 11: PlayerG (QH) defeated PlayerE (6S): PlayerG 38, PlayerE 14
  Battle 119: PlayerG (QC) defeated PlayerE (6D): PlayerG 39, PlayerE 13
  Battle 120: PlayerG (9H) defeated PlayerE (4C): PlayerG 40, PlayerE 12
  Battle 121: PlayerE (10C) defeated PlayerG (2H): PlayerG 39, PlayerE 13
  Battle 122: PlayerG (AC) defeated PlayerE (4S): PlayerG 40, PlayerE 12
  Battle 123: PlayerE (AS) defeated PlayerG (10S): PlayerG 39, PlayerE 13
  Battle 124: PlayerE (8D) defeated PlayerG (3S): PlayerG 38, PlayerE 14
  Battle 125: PlayerE (7D) defeated PlayerG (5D): PlayerG 37, PlayerE 15
  Battle 126: PlayerG (KC) defeated PlayerE (8H): PlayerG 38, PlayerE 14
  Battle 127: PlayerE (AH) defeated PlayerG (5H): PlayerG 37, PlayerE 15
  Battle 128: PlayerG (3C) defeated PlayerE (2S): PlayerG 38, PlayerE 14
  Battle 129: PlayerE (JD) defeated PlayerG (7S): PlayerG 37, PlayerE 15
  Battle 130: PlayerG (8C) defeated PlayerE (4H): PlayerG 38, PlayerE 14
  Battle 131: PlayerE (KS) defeated PlayerG (2C): PlayerG 37, PlayerE 15
  Battle 132: PlayerE (9C) defeated PlayerG (5C): PlayerG 36, PlayerE 16
  Battle 133: PlayerG (4D) defeated PlayerE (2H): PlayerG 37, PlayerE 15
  Battle 134: PlayerE (10C) defeated PlayerG (8S): PlayerG 36, PlayerE 16
  War 13: PlayerE (7S) defeated PlayerG (6C): PlayerG 27, PlayerE 25
  War 14: PlayerG (KD) defeated PlayerE (9C): PlayerG 32, PlayerE 20
  Battle 135: PlayerE (10C) defeated PlayerG (7C): PlayerG 31, PlayerE 21
  Battle 136: PlayerE (8S) defeated PlayerG (3D): PlayerG 30, PlayerE 22
  Battle 137: PlayerG (JS) defeated PlayerE (9S): PlayerG 31, PlayerE 21
  Battle 138: PlayerE (5H) defeated PlayerG (3H): PlayerG 30, PlayerE 22
  Battle 139: PlayerG (KH) defeated PlayerE (8D): PlayerG 31, PlayerE 21
  Battle 140: PlayerE (JH) defeated PlayerG (10D): PlayerG 30, PlayerE 22
  Battle 141: PlayerE (AD) defeated PlayerG (QS): PlayerG 29, PlayerE 23
  Battle 142: PlayerG (6S) defeated PlayerE (2D): PlayerG 30, PlayerE 22
  Battle 143: PlayerG (QC) defeated PlayerE (5S): PlayerG 31, PlayerE 21
  Battle 144: PlayerG (6D) defeated PlayerE (5D): PlayerG 32, PlayerE 20
  Battle 145: PlayerG (9H) defeated PlayerE (6H): PlayerG 33, PlayerE 19
  Battle 146: PlayerE (QD) defeated PlayerG (4C): PlayerG 32, PlayerE 20
  Battle 147: PlayerG (AC) defeated PlayerE (7S): PlayerG 33, PlayerE 19
  Battle 148: PlayerG (4S) defeated PlayerE (3S): PlayerG 34, PlayerE 18
  Battle 149: PlayerE (AH) defeated PlayerG (KC): PlayerG 33, PlayerE 19
  Battle 150: PlayerE (AS) defeated PlayerG (8H): PlayerG 32, PlayerE 20
  Battle 151: PlayerE (7D) defeated PlayerG (3C): PlayerG 31, PlayerE 21
  Battle 152: PlayerE (7H) defeated PlayerG (2S): PlayerG 30, PlayerE 22
  Battle 153: PlayerE (6C) defeated PlayerG (4H): PlayerG 29, PlayerE 23
  Battle 154: PlayerE (10S) defeated PlayerG (8C): PlayerG 28, PlayerE 24
  Battle 155: PlayerE (7C) defeated PlayerG (4D): PlayerG 27, PlayerE 25
  Battle 156: PlayerE (10C) defeated PlayerG (2H): PlayerG 26, PlayerE 26
  Battle 157: PlayerE (3D) defeated PlayerG (2C): PlayerG 25, PlayerE 27
  Battle 158: PlayerG (KS) defeated PlayerE (8S): PlayerG 26, PlayerE 26
  Battle 159: PlayerG (KD) defeated PlayerE (5H): PlayerG 27, PlayerE 25
  Battle 160: PlayerG (9C) defeated PlayerE (3H): PlayerG 28, PlayerE 24
  Battle 161: PlayerE (JH) defeated PlayerG (QH): PlayerG 27, PlayerE 25
  Battle 162: PlayerE (10D) defeated PlayerG (5C): PlayerG 26, PlayerE 26
  Battle 163: PlayerE (AD) defeated PlayerG (9D): PlayerG 25, PlayerE 27
  Battle 164: PlayerE (QS) defeated PlayerG (10H): PlayerG 24, PlayerE 28
  Battle 165: PlayerG (JD) defeated PlayerE (QD): PlayerG 25, PlayerE 27
  Battle 166: PlayerG (JC) defeated PlayerE (4C): PlayerG 26, PlayerE 26
  Battle 167: PlayerE (AH) defeated PlayerG (9S): PlayerG 25, PlayerE 27
  Battle 168: PlayerG (JS) defeated PlayerE (KC): PlayerG 26, PlayerE 26
  Battle 169: PlayerG (KH) defeated PlayerE (8H): PlayerG 27, PlayerE 25
  Battle 170: PlayerE (AS) defeated PlayerG (8D): PlayerG 26, PlayerE 26
  Battle 171: PlayerE (7D) defeated PlayerG (2D): PlayerG 25, PlayerE 27
  Battle 172: PlayerG (6S) defeated PlayerE (3C): PlayerG 26, PlayerE 26
  Battle 173: PlayerG (5S) defeated PlayerE (2S): PlayerG 27, PlayerE 25
  Battle 174: PlayerG (QC) defeated PlayerE (7H): PlayerG 28, PlayerE 24
  Battle 175: PlayerE (6C) defeated PlayerG (5D): PlayerG 27, PlayerE 25
  Battle 176: PlayerG (6D) defeated PlayerE (4H): PlayerG 28, PlayerE 24
  Battle 177: PlayerE (8C) defeated PlayerG (6H): PlayerG 27, PlayerE 25
  Battle 178: PlayerE (10S) defeated PlayerG (9H): PlayerG 26, PlayerE 26
  Battle 179: PlayerG (AC) defeated PlayerE (7C): PlayerG 27, PlayerE 25
  Battle 180: PlayerG (7S) defeated PlayerE (4D): PlayerG 28, PlayerE 24
  Battle 181: PlayerE (10C) defeated PlayerG (4S): PlayerG 27, PlayerE 25
  Battle 182: PlayerG (3S) defeated PlayerE (2H): PlayerG 28, PlayerE 24
  Battle 183: PlayerG (KS) defeated PlayerE (2C): PlayerG 29, PlayerE 23
  Battle 184: PlayerG (8S) defeated PlayerE (3D): PlayerG 30, PlayerE 22
  Battle 185: PlayerE (JH) defeated PlayerG (KD): PlayerG 29, PlayerE 23
  Battle 186: PlayerE (QH) defeated PlayerG (5H): PlayerG 28, PlayerE 24
  Battle 187: PlayerG (9C) defeated PlayerE (5C): PlayerG 29, PlayerE 23
  Battle 188: PlayerE (10D) defeated PlayerG (3H): PlayerG 28, PlayerE 24
  Battle 189: PlayerG (QD) defeated PlayerE (9D): PlayerG 29, PlayerE 23
  Battle 190: PlayerE (AD) defeated PlayerG (JD): PlayerG 28, PlayerE 24
  Battle 191: PlayerE (10H) defeated PlayerG (4C): PlayerG 27, PlayerE 25
  Battle 192: PlayerG (JC) defeated PlayerE (QS): PlayerG 28, PlayerE 24
  Battle 193: PlayerE (AH) defeated PlayerG (KC): PlayerG 27, PlayerE 25
  Battle 194: PlayerG (JS) defeated PlayerE (9S): PlayerG 28, PlayerE 24
  Battle 195: PlayerG (KH) defeated PlayerE (8D): PlayerG 29, PlayerE 23
  Battle 196: PlayerE (AS) defeated PlayerG (8H): PlayerG 28, PlayerE 24
  Battle 197: PlayerE (7D) defeated PlayerG (6S): PlayerG 27, PlayerE 25
  Battle 198: PlayerG (3C) defeated PlayerE (2D): PlayerG 28, PlayerE 24
  Battle 199: PlayerE (6C) defeated PlayerG (5S): PlayerG 27, PlayerE 25
  Battle 200: PlayerE (5D) defeated PlayerG (2S): PlayerG 26, PlayerE 26
  Battle 201: PlayerE (8C) defeated PlayerG (7H): PlayerG 25, PlayerE 27
  Battle 202: PlayerG (QC) defeated PlayerE (6H): PlayerG 26, PlayerE 26
  Battle 203: PlayerE (9H) defeated PlayerG (6D): PlayerG 25, PlayerE 27
  Battle 204: PlayerE (10S) defeated PlayerG (4H): PlayerG 24, PlayerE 28
  Battle 205: PlayerG (AC) defeated PlayerE (10C): PlayerG 25, PlayerE 27
  Battle 206: PlayerG (7C) defeated PlayerE (4S): PlayerG 26, PlayerE 26
  Battle 207: PlayerE (JH) defeated PlayerG (4D): PlayerG 25, PlayerE 27
  Battle 208: PlayerE (KD) defeated PlayerG (7S): PlayerG 24, PlayerE 28
  Battle 209: PlayerE (QH) defeated PlayerG (3S): PlayerG 23, PlayerE 29
  Battle 210: PlayerE (5H) defeated PlayerG (2H): PlayerG 22, PlayerE 30
  Battle 211: PlayerE (3H) defeated PlayerG (2C): PlayerG 21, PlayerE 31
  Battle 212: PlayerG (KS) defeated PlayerE (10D): PlayerG 22, PlayerE 30
  Battle 213: PlayerE (JD) defeated PlayerG (3D): PlayerG 21, PlayerE 31
  Battle 214: PlayerE (AD) defeated PlayerG (8S): PlayerG 20, PlayerE 32
  Battle 215: PlayerE (10H) defeated PlayerG (5C): PlayerG 19, PlayerE 33
  Battle 216: PlayerG (9C) defeated PlayerE (4C): PlayerG 20, PlayerE 32
  Battle 217: PlayerE (AH) defeated PlayerG (QD): PlayerG 19, PlayerE 33
  Battle 218: PlayerE (KC) defeated PlayerG (9D): PlayerG 18, PlayerE 34
  Battle 219: PlayerE (AS) defeated PlayerG (QS): PlayerG 17, PlayerE 35
  Battle 220: PlayerG (JC) defeated PlayerE (8H): PlayerG 18, PlayerE 34
  Battle 221: PlayerG (9S) defeated PlayerE (7D): PlayerG 19, PlayerE 33
  Battle 222: PlayerG (JS) defeated PlayerE (6S): PlayerG 20, PlayerE 32
  Battle 223: PlayerG (KH) defeated PlayerE (6C): PlayerG 21, PlayerE 31
  Battle 224: PlayerG (8D) defeated PlayerE (5S): PlayerG 22, PlayerE 30
  Battle 225: PlayerG (3C) defeated PlayerE (2S): PlayerG 23, PlayerE 29
  Battle 226: PlayerE (5D) defeated PlayerG (2D): PlayerG 22, PlayerE 30
  Battle 227: PlayerE (8C) defeated PlayerG (6H): PlayerG 21, PlayerE 31
  Battle 228: PlayerG (QC) defeated PlayerE (7H): PlayerG 22, PlayerE 30
  Battle 229: PlayerG (AC) defeated PlayerE (6D): PlayerG 23, PlayerE 29
  Battle 230: PlayerG (10C) defeated PlayerE (9H): PlayerG 24, PlayerE 28
  Battle 231: PlayerE (10S) defeated PlayerG (7C): PlayerG 23, PlayerE 29
  War 15: PlayerE (KD) defeated PlayerG (9C): PlayerG 18, PlayerE 34
  Battle 232: PlayerG (JC) defeated PlayerE (QH): PlayerG 19, PlayerE 33
  Battle 233: PlayerG (8H) defeated PlayerE (3S): PlayerG 20, PlayerE 32
  Battle 234: PlayerG (7D) defeated PlayerE (5H): PlayerG 21, PlayerE 31
  Battle 235: PlayerG (9S) defeated PlayerE (2H): PlayerG 22, PlayerE 30
  Battle 236: PlayerG (6S) defeated PlayerE (3H): PlayerG 23, PlayerE 29
  Battle 237: PlayerG (JS) defeated PlayerE (2C): PlayerG 24, PlayerE 28
  Battle 238: PlayerE (JD) defeated PlayerG (KH): PlayerG 23, PlayerE 29
  Battle 239: PlayerG (6C) defeated PlayerE (3D): PlayerG 24, PlayerE 28
  Battle 240: PlayerE (AD) defeated PlayerG (5S): PlayerG 23, PlayerE 29
  War 16: PlayerE (QD) defeated PlayerG (7H): PlayerG 18, PlayerE 34
  Battle 241: PlayerG (AC) defeated PlayerE (KC): PlayerG 19, PlayerE 33
  Battle 242: PlayerE (9D) defeated PlayerG (6D): PlayerG 18, PlayerE 34
  Battle 243: PlayerE (AS) defeated PlayerG (10C): PlayerG 17, PlayerE 35
  Battle 244: PlayerE (QS) defeated PlayerG (9H): PlayerG 16, PlayerE 36
  Battle 245: PlayerG (QH) defeated PlayerE (5D): PlayerG 17, PlayerE 35
  Battle 246: PlayerG (JC) defeated PlayerE (2D): PlayerG 18, PlayerE 34
  Battle 247: PlayerE (6H) defeated PlayerG (3S): PlayerG 17, PlayerE 35
  War 17: PlayerE (KS) defeated PlayerG (9S): PlayerG 12, PlayerE 40
  Battle 248: PlayerE (7S) defeated PlayerG (3H): PlayerG 11, PlayerE 41
  Battle 249: PlayerE (JH) defeated PlayerG (6S): PlayerG 10, PlayerE 42
  Battle 250: PlayerE (4D) defeated PlayerG (2C): PlayerG 9, PlayerE 43
  Battle 251: PlayerG (JS) defeated PlayerE (10D): PlayerG 10, PlayerE 42
  Battle 252: PlayerE (KD) defeated PlayerG (3D): PlayerG 9, PlayerE 43
  Battle 253: PlayerG (6C) defeated PlayerE (4H): PlayerG 10, PlayerE 42
  Battle 254: PlayerG (KC) defeated PlayerE (4S): PlayerG 11, PlayerE 41
  Battle 255: PlayerG (AC) defeated PlayerE (9C): PlayerG 12, PlayerE 40
  Battle 256: PlayerE (JD) defeated PlayerG (QH): PlayerG 11, PlayerE 41
  Battle 257: PlayerE (KH) defeated PlayerG (5D): PlayerG 10, PlayerE 42
  Battle 258: PlayerE (5S) defeated PlayerG (2D): PlayerG 9, PlayerE 43
  Battle 259: PlayerE (AD) defeated PlayerG (JC): PlayerG 8, PlayerE 44
  Battle 260: PlayerG (JS) defeated PlayerE (QC): PlayerG 9, PlayerE 43
  Battle 261: PlayerG (10D) defeated PlayerE (8S): PlayerG 10, PlayerE 42
  Battle 262: PlayerG (6C) defeated PlayerE (3C): PlayerG 11, PlayerE 41
  Battle 263: PlayerE (8D) defeated PlayerG (4H): PlayerG 10, PlayerE 42
  Battle 264: PlayerE (QD) defeated PlayerG (4S): PlayerG 9, PlayerE 43
  Battle 265: PlayerG (KC) defeated PlayerE (10H): PlayerG 10, PlayerE 42
  Battle 266: PlayerG (AC) defeated PlayerE (7H): PlayerG 11, PlayerE 41
  Battle 267: PlayerG (9C) defeated PlayerE (5C): PlayerG 12, PlayerE 40
  Battle 268: PlayerE (AH) defeated PlayerG (QC): PlayerG 11, PlayerE 41
  Battle 269: PlayerG (JS) defeated PlayerE (2S): PlayerG 12, PlayerE 40
  Battle 270: PlayerG (8S) defeated PlayerE (6D): PlayerG 13, PlayerE 39
  Battle 271: PlayerG (10D) defeated PlayerE (9D): PlayerG 14, PlayerE 38
  Battle 272: PlayerE (AS) defeated PlayerG (3C): PlayerG 13, PlayerE 39
  Battle 273: PlayerE (10C) defeated PlayerG (6C): PlayerG 12, PlayerE 40
  Battle 274: PlayerG (10H) defeated PlayerE (9H): PlayerG 13, PlayerE 39
  Battle 275: PlayerE (QS) defeated PlayerG (KC): PlayerG 12, PlayerE 40
  Battle 276: PlayerG (7H) defeated PlayerE (6H): PlayerG 13, PlayerE 39
  Battle 277: PlayerG (AC) defeated PlayerE (3S): PlayerG 14, PlayerE 38
  Battle 278: PlayerE (10S) defeated PlayerG (9C): PlayerG 13, PlayerE 39
  Battle 279: PlayerE (8C) defeated PlayerG (5C): PlayerG 12, PlayerE 40
  Battle 280: PlayerE (7D) defeated PlayerG (2S): PlayerG 11, PlayerE 41
  Battle 281: PlayerG (JS) defeated PlayerE (7C): PlayerG 12, PlayerE 40
  War 18: PlayerG (10H) defeated PlayerE (5H): PlayerG 17, PlayerE 35
  War 19: PlayerE (6S) defeated PlayerG (3S): PlayerG 12, PlayerE 40
  Battle 282: PlayerG (JS) defeated PlayerE (4D): PlayerG 13, PlayerE 39
  Battle 283: PlayerG (7C) defeated PlayerE (2C): PlayerG 14, PlayerE 38
  Battle 284: PlayerG (10H) defeated PlayerE (3D): PlayerG 15, PlayerE 37
  Battle 285: PlayerE (KD) defeated PlayerG (10D): PlayerG 14, PlayerE 38
  Battle 286: PlayerE (JD) defeated PlayerG (2H): PlayerG 13, PlayerE 39
  Battle 287: PlayerE (QH) defeated PlayerG (8H): PlayerG 12, PlayerE 40
  Battle 288: PlayerG (8S) defeated PlayerE (5D): PlayerG 13, PlayerE 39
  Battle 289: PlayerE (KH) defeated PlayerG (6D): PlayerG 12, PlayerE 40
  Battle 290: PlayerG (9D) defeated PlayerE (5S): PlayerG 13, PlayerE 39
  Battle 291: PlayerG (4C) defeated PlayerE (2D): PlayerG 14, PlayerE 38
  Battle 292: PlayerE (AD) defeated PlayerG (KS): PlayerG 13, PlayerE 39
  Battle 293: PlayerE (JC) defeated PlayerG (5H): PlayerG 12, PlayerE 40
  War 20: PlayerE (AH) defeated PlayerG (3D): PlayerG 7, PlayerE 45
  Battle 294: PlayerE (QC) defeated PlayerG (10H): PlayerG 6, PlayerE 46
  Battle 295: PlayerG (8S) defeated PlayerE (3C): PlayerG 7, PlayerE 45
  Battle 296: PlayerE (AS) defeated PlayerG (5D): PlayerG 6, PlayerE 46
  Battle 297: PlayerE (10C) defeated PlayerG (5S): PlayerG 5, PlayerE 47
  Battle 298: PlayerG (9D) defeated PlayerE (6C): PlayerG 6, PlayerE 46
  Battle 299: PlayerE (KC) defeated PlayerG (2D): PlayerG 5, PlayerE 47
  Battle 300: PlayerE (QS) defeated PlayerG (4C): PlayerG 4, PlayerE 48
  Battle 301: PlayerE (9C) defeated PlayerG (3C): PlayerG 3, PlayerE 49
  Battle 302: PlayerE (10S) defeated PlayerG (8S): PlayerG 2, PlayerE 50
  Battle 303: PlayerE (8C) defeated PlayerG (6C): PlayerG 1, PlayerE 51
  Battle 304: PlayerG (9D) defeated PlayerE (5C): PlayerG 2, PlayerE 50
  Battle 305: PlayerG (9D) defeated PlayerE (2S): PlayerG 3, PlayerE 49
  Battle 306: PlayerE (7D) defeated PlayerG (5C): PlayerG 2, PlayerE 50
  Battle 307: PlayerE (3H) defeated PlayerG (2S): PlayerG 1, PlayerE 51
  Battle 308: PlayerE (AC) defeated PlayerG (9D): PlayerG 0, PlayerE 52

PlayerE (2) DEFEATED PlayerG in 308 battles and 20 wars 

PlayerD VS PlayerB
  Battle 1: PlayerD (8S) defeated PlayerB (4H): PlayerD 27, PlayerB 25
  Battle 2: PlayerD (KC) defeated PlayerB (2H): PlayerD 28, PlayerB 24
  Battle 3: PlayerB (7D) defeated PlayerD (2D): PlayerD 27, PlayerB 25
  Battle 4: PlayerB (5S) defeated PlayerD (3C): PlayerD 26, PlayerB 26
  Battle 5: PlayerD (QD) defeated PlayerB (9H): PlayerD 27, PlayerB 25
  Battle 6: PlayerD (10C) defeated PlayerB (9D): PlayerD 28, PlayerB 24
  War 1: PlayerD (6D) defeated PlayerB (3D): PlayerD 33, PlayerB 19
  Battle 7: PlayerB (JH) defeated PlayerD (8H): PlayerD 32, PlayerB 20
  Battle 8: PlayerB (4C) defeated PlayerD (3H): PlayerD 31, PlayerB 21
  Battle 9: PlayerB (AS) defeated PlayerD (QC): PlayerD 30, PlayerB 22
  Battle 10: PlayerB (9S) defeated PlayerD (7S): PlayerD 29, PlayerB 23
  Battle 11: PlayerB (AH) defeated PlayerD (6C): PlayerD 28, PlayerB 24
  Battle 12: PlayerB (JD) defeated PlayerD (2C): PlayerD 27, PlayerB 25
  Battle 13: PlayerB (KS) defeated PlayerD (5H): PlayerD 26, PlayerB 26
  Battle 14: PlayerD (10S) defeated PlayerB (7H): PlayerD 27, PlayerB 25
  Battle 15: PlayerD (10H) defeated PlayerB (7C): PlayerD 28, PlayerB 24
  Battle 16: PlayerB (QH) defeated PlayerD (10D): PlayerD 27, PlayerB 25
  Battle 17: PlayerB (8D) defeated PlayerD (2S): PlayerD 26, PlayerB 26
  Battle 18: PlayerB (QS) defeated PlayerD (KH): PlayerD 25, PlayerB 27
  Battle 19: PlayerB (6H) defeated PlayerD (4S): PlayerD 24, PlayerB 28
  Battle 20: PlayerD (JS) defeated PlayerB (5C): PlayerD 25, PlayerB 27
  Battle 21: PlayerD (5D) defeated PlayerB (3S): PlayerD 26, PlayerB 26
  Battle 22: PlayerB (7D) defeated PlayerD (4H): PlayerD 25, PlayerB 27
  Battle 23: PlayerD (8S) defeated PlayerB (2D): PlayerD 26, PlayerB 26
  Battle 24: PlayerB (3C) defeated PlayerD (2H): PlayerD 25, PlayerB 27
  Battle 25: PlayerD (KC) defeated PlayerB (5S): PlayerD 26, PlayerB 26
  Battle 26: PlayerB (JH) defeated PlayerD (9H): PlayerD 25, PlayerB 27
  Battle 27: PlayerD (QD) defeated PlayerB (8H): PlayerD 26, PlayerB 26
  Battle 28: PlayerD (9D) defeated PlayerB (3H): PlayerD 27, PlayerB 25
  Battle 29: PlayerD (10C) defeated PlayerB (4C): PlayerD 28, PlayerB 24
  War 2: PlayerB (AH) defeated PlayerD (6D): PlayerD 23, PlayerB 29
  Battle 30: PlayerB (6C) defeated PlayerD (3D): PlayerD 22, PlayerB 30
  Battle 31: PlayerD (JC) defeated PlayerB (2C): PlayerD 23, PlayerB 29
  Battle 32: PlayerB (JD) defeated PlayerD (9C): PlayerD 22, PlayerB 30
  Battle 33: PlayerB (5H) defeated PlayerD (4D): PlayerD 21, PlayerB 31
  Battle 34: PlayerD (AD) defeated PlayerB (KS): PlayerD 22, PlayerB 30
  Battle 35: PlayerB (10D) defeated PlayerD (7H): PlayerD 21, PlayerB 31
  Battle 36: PlayerB (QH) defeated PlayerD (10S): PlayerD 20, PlayerB 32
  Battle 37: PlayerB (8D) defeated PlayerD (7C): PlayerD 19, PlayerB 33
  Battle 38: PlayerD (10H) defeated PlayerB (2S): PlayerD 20, PlayerB 32
  Battle 39: PlayerB (KH) defeated PlayerD (5C): PlayerD 19, PlayerB 33
  Battle 40: PlayerD (JS) defeated PlayerB (QS): PlayerD 20, PlayerB 32
  Battle 41: PlayerB (4S) defeated PlayerD (3S): PlayerD 19, PlayerB 33
  Battle 42: PlayerB (6H) defeated PlayerD (5D): PlayerD 18, PlayerB 34
  Battle 43: PlayerB (7D) defeated PlayerD (2D): PlayerD 17, PlayerB 35
  Battle 44: PlayerD (8S) defeated PlayerB (4H): PlayerD 18, PlayerB 34
  Battle 45: PlayerD (5S) defeated PlayerB (3C): PlayerD 19, PlayerB 33
  Battle 46: PlayerD (KC) defeated PlayerB (2H): PlayerD 20, PlayerB 32
  Battle 47: PlayerB (9H) defeated PlayerD (8H): PlayerD 19, PlayerB 33
  Battle 48: PlayerB (JH) defeated PlayerD (QD): PlayerD 18, PlayerB 34
  Battle 49: PlayerB (8C) defeated PlayerD (3H): PlayerD 17, PlayerB 35
  Battle 50: PlayerB (AC) defeated PlayerD (9D): PlayerD 16, PlayerB 36
  Battle 51: PlayerD (10C) defeated PlayerB (6S): PlayerD 17, PlayerB 35
  Battle 52: PlayerB (QC) defeated PlayerD (4C): PlayerD 16, PlayerB 36
  Battle 53: PlayerB (AS) defeated PlayerD (JC): PlayerD 15, PlayerB 37
  Battle 54: PlayerB (7S) defeated PlayerD (2C): PlayerD 14, PlayerB 38
  Battle 55: PlayerD (AD) defeated PlayerB (6D): PlayerD 15, PlayerB 37
  War 3: PlayerD (JS) defeated PlayerB (3D): PlayerD 20, PlayerB 32
